Episode,User_Distinct_1,Assistant_Distinct_1,Distinct_1
300_P,0,0,0.4116279069767442
301_P,0,0,0.3141163793103448
302_P,0,0,0.4384885764499121
303_P,0,0,0.286180187525479
304_P,0,0,0.35114045618247297
305_P,0,0,0.24758064516129033
306_P,0,0,0.35036855036855036
307_P,0,0,0.2876668785759695
308_P,0,0,0.37751303052866714
309_P,0,0,0.437609841827768
310_P,0,0,0.3582089552238806
311_P,0,0,0.3581847649918963
312_P,0,0,0.35550628233555065
313_P,0,0,0.4127134724857685
314_P,0,0,0.2535171637591446
315_P,0,0,0.32653061224489793
316_P,0,0,0.4058127018299246
317_P,0,0,0.3838120104438642
318_P,0,0,0.4319912948857454
319_P,0,0,0.3839137645107794
320_P,0,0,0.336812804453723
321_P,0,0,0.34301147873058746
322_P,0,0,0.316676700782661
323_P,0,0,0.34168443496801704
324_P,0,0,0.373134328358209
325_P,0,0,0.3276576161988035
326_P,0,0,0.3898305084745763
327_P,0,0,0.38192668371696503
328_P,0,0,0.31332744924977934
329_P,0,0,0.34545454545454546
330_P,0,0,0.4044032444959444
331_P,0,0,0.3182543906333156
332_P,0,0,0.3623529411764706
333_P,0,0,0.33178654292343385
334_P,0,0,0.32988675529295913
335_P,0,0,0.3374164810690423
336_P,0,0,0.33150517976843386
337_P,0,0,0.224569810498802
338_P,0,0,0.35655058043117743
339_P,0,0,0.3544568245125348
340_P,0,0,0.3544061302681992
341_P,0,0,0.3312
343_P,0,0,0.3252747252747253
344_P,0,0,0.2672493100275989
345_P,0,0,0.2987979393245564
346_P,0,0,0.2731462086300796
347_P,0,0,0.3922996878251821
348_P,0,0,0.3632258064516129
349_P,0,0,0.3375796178343949
350_P,0,0,0.339542309739223
351_P,0,0,0.32730794060684315
352_P,0,0,0.3186299948105864
353_P,0,0,0.34914361001317523
354_P,0,0,0.39233038348082594
355_P,0,0,0.42796967144060655
356_P,0,0,0.3464935064935065
357_P,0,0,0.4597875569044006
358_P,0,0,0.42463393626184326
359_P,0,0,0.33503480278422276
360_P,0,0,0.39364035087719296
361_P,0,0,0.3702397743300423
362_P,0,0,0.39056143205858423
363_P,0,0,0.30378758297540026
364_P,0,0,0.25455701568461214
365_P,0,0,0.27137282724370343
366_P,0,0,0.2862773199570047
367_P,0,0,0.2571511123952615
368_P,0,0,0.22494669509594883
369_P,0,0,0.23707957342083674
370_P,0,0,0.28379738342837973
371_P,0,0,0.3789712556732224
372_P,0,0,0.2929061784897025
373_P,0,0,0.2595059672495143
374_P,0,0,0.3083365055196041
375_P,0,0,0.44168466522678185
376_P,0,0,0.33136966126656847
377_P,0,0,0.3226059654631083
378_P,0,0,0.32132963988919666
379_P,0,0,0.2691397000789266
380_P,0,0,0.2566241413150147
381_P,0,0,0.2921672272945699
382_P,0,0,0.3278204370939161
383_P,0,0,0.332541567695962
384_P,0,0,0.28724035608308607
385_P,0,0,0.45342706502636204
386_P,0,0,0.31638639030113413
387_P,0,0,0.4025844930417495
388_P,0,0,0.40404040404040403
389_P,0,0,0.42073170731707316
390_P,0,0,0.38015540944411236
391_P,0,0,0.41115702479338845
392_P,0,0,0.3978702807357212
393_P,0,0,0.3710094909404659
395_P,0,0,0.3354310887350535
396_P,0,0,0.3289855072463768
397_P,0,0,0.33439201451905626
399_P,0,0,0.35036018336607727
400_P,0,0,0.39108600125549275
401_P,0,0,0.3302646720368239
402_P,0,0,0.3507025761124122
403_P,0,0,0.3447548761201898
404_P,0,0,0.34978408389882787
405_P,0,0,0.28207885304659497
406_P,0,0,0.3396358543417367
407_P,0,0,0.23774283071230343
408_P,0,0,0.3833910034602076
409_P,0,0,0.2732049036777583
410_P,0,0,0.3042212518195051
411_P,0,0,0.30059993684875275
412_P,0,0,0.38752052545155996
413_P,0,0,0.3148936170212766
600_P,0,0,0.38698224852071006
601_P,0,0,0.46005917159763315
602_P,0,0,0.36225728155339804
603_P,0,0,0.28218812541694466
604_P,0,0,0.4339622641509434
605_P,0,0,0.4013663535439795
606_P,0,0,0.4279835390946502
607_P,0,0,0.4101522842639594
608_P,0,0,0.3086917562724014
609_P,0,0,0.3437001594896332
612_P,0,0,0.3291356611333715
615_P,0,0,0.32076328941390275
617_P,0,0,0.3277723258096173
618_P,0,0,0.5283687943262412
619_P,0,0,0.3318445734702992
620_P,0,0,0.3922888616891065
622_P,0,0,0.4118873826903024
623_P,0,0,0.30081632653061224
624_P,0,0,0.4177570093457944
625_P,0,0,0.33458823529411763
626_P,0,0,0.36777583187390545
627_P,0,0,0.34717416378316035
628_P,0,0,0.30301724137931035
629_P,0,0,0.30829116387699496
631_P,0,0,0.43573264781491
632_P,0,0,0.28974358974358977
633_P,0,0,0.2759231158320688
634_P,0,0,0.37481146304675717
635_P,0,0,0.43866666666666665
636_P,0,0,0.2879494921767774
637_P,0,0,0.33590361445783135
638_P,0,0,0.4943820224719101
640_P,0,0,0.3650034176349966
641_P,0,0,0.4052132701421801
649_P,0,0,0.4154557463672391
650_P,0,0,0.38116883116883116
651_P,0,0,0.4218533886583679
652_P,0,0,0.3878116343490305
653_P,0,0,0.39499553172475427
654_P,0,0,0.43300248138957814
655_P,0,0,0.4125
656_P,0,0,0.37653374233128833
657_P,0,0,0.33906633906633904
