Episode,User_Entropy,Assistant_Entropy,Entropy
202601281419_session_transcript,0.7946181291539666,0.7766179391854133,0.7552739242317134
202601281505_session_transcript,0.7487117478968646,0.7618806219131027,0.7329693870529479
202601281658_session_transcript,0.7670563852363604,0.7712793213069505,0.747184715793201
202601281716_session_transcript,0.7612354639382807,0.7628793434790279,0.7440370731005385
202601281732_session_transcript,0.7630477962212523,0.779242294209065,0.7516846494205138
202601281749_session_transcript,0.7579359344928243,0.7790961295084995,0.7415273549172636
202601281808_session_transcript,0.7775611423666596,0.7856880473664518,0.7536300461870399
202601281828_session_transcript,0.7525821696437845,0.7841779918040811,0.7466754970932963
202601281847_session_transcript,0.7621639009307875,0.7667803734985282,0.7433506921554043
202601281904_session_transcript,0.7830529679952133,0.771397194485851,0.7545233092793465
202601281923_session_transcript,0.7611487811987101,0.7749365804940143,0.7488546257622611
202601281946_session_transcript,0.7808477616391317,0.7777823432972739,0.750491858373173
202601282005_session_transcript,0.7565176626274335,0.7738969866758266,0.7421785076298958
202601282023_session_transcript,0.773704668531681,0.7697254592562062,0.7506415427949071
202601282045_session_transcript,0.7686612058692874,0.7794948091565536,0.7461006377608568
202601282101_session_transcript,0.7574207241537471,0.7763145899679232,0.7421516440428529
202601282127_session_transcript,0.7893435875484411,0.7788444150245293,0.7629415569216946
202601282146_session_transcript,0.7648390186513668,0.7692617349171158,0.7456440308029976
202601282204_session_transcript,0.7603214387659897,0.7734005181371252,0.7485747666319645
202601282223_session_transcript,0.7674853602941959,0.771521191482812,0.7459215074963885
202601282239_session_transcript,0.763326495148169,0.7699935395850704,0.7412944825078925
202601282304_session_transcript,0.7521533303988388,0.7796216934305845,0.7427627448876666
202601282330_session_transcript,0.7866733603053422,0.7765075466104859,0.7500589816190104
202601282344_session_transcript,0.7953983844085577,0.777436083076472,0.7625937713222443
202601290002_session_transcript,0.7653283030034643,0.7678911485791666,0.7355207474205789
202601290019_session_transcript,0.7742595846166346,0.7723615837819165,0.7542845652813717
202601290039_session_transcript,0.7960817295793733,0.7824444441491604,0.7650812639415013
202601290056_session_transcript,0.7648686152537141,0.75964834732375,0.7456623246309483
202601290115_session_transcript,0.7601067000927214,0.7734524260218457,0.7414672638988924
202601290137_session_transcript,0.7706511023504155,0.7757936608469789,0.7514076744185442
202601290157_session_transcript,0.7631861687058764,0.7590424221195085,0.744099865326754
202601290214_session_transcript,0.7826268064984474,0.7655434505347662,0.7445678008929152
202601290229_session_transcript,0.7569207028736338,0.7606649129195543,0.7365667511168033
202601290249_session_transcript,0.761606452926219,0.7652864476619929,0.7513916721846017
202601290305_session_transcript,0.764230214882542,0.758234980662178,0.7386883318761757
202601290329_session_transcript,0.7714959981048082,0.7545548852622825,0.7340856941818413
202601290349_session_transcript,0.7864605875299586,0.7672685103584909,0.7574314876567778
202601290410_session_transcript,0.7811890965125622,0.7750260886905999,0.7535620273445768
202601290428_session_transcript,0.7598472155470426,0.7608077121755891,0.7346491325145692
202601290444_session_transcript,0.7812122723214827,0.794399544218943,0.7568527631988097
202601290506_session_transcript,0.7821759192417421,0.8140766407004454,0.7694279427660821
202601290520_session_transcript,0.7742837679271879,0.7654899188505903,0.7529259286633594
202601290536_session_transcript,0.7628442230631944,0.7541904828169909,0.7384533721150629
202601290600_session_transcript,0.7557687392375297,0.7705628055907808,0.7475220958123343
202601290620_session_transcript,0.7939729949801174,0.7742840386099197,0.7582881985328181
202601290633_session_transcript,0.7512821312962906,0.7737657301526771,0.7404563775833323
202601290652_session_transcript,0.7798661063098954,0.7756423423345284,0.7589760996732231
202601290709_session_transcript,0.797454882491438,0.7765508452618721,0.7547261865039442
202601290722_session_transcript,0.7839098480630815,0.7724510736740912,0.7537249066448735
202601290735_session_transcript,0.7787247511740942,0.7886185554571071,0.7537628847313157
202601290753_session_transcript,0.7607165050927173,0.7782405940741789,0.7421288814102506
202601290812_session_transcript,0.7633080136939766,0.7830074339799143,0.7429281920662629
202601290830_session_transcript,0.7619475161701722,0.7694217513389966,0.7407501647708842
202601290846_session_transcript,0.7932406154754553,0.7755521065693418,0.758745663900844
202601290900_session_transcript,0.7645022127025594,0.7629026395251817,0.741036399317455
202601290916_session_transcript,0.7618093294274498,0.776738829981056,0.745330799741569
202601290932_session_transcript,0.7825335688226291,0.7622415290011192,0.7426905603269741
202601290955_session_transcript,0.7642681537947211,0.7751697018593383,0.7467216327908262
202601291016_session_transcript,0.7626627771131035,0.785349784151607,0.7483488835731069
202601291034_session_transcript,0.7886755941698492,0.7721412165241832,0.7540509363760368
202601291050_session_transcript,0.7629132147548019,0.7716763305773172,0.7501178269456285
202601291107_session_transcript,0.7672290907961762,0.7829809699454331,0.7532542152212884
202601291130_session_transcript,0.7800121654378361,0.7697757190559971,0.7514615221991453
