Episode,User_Distinct_1,Assistant_Distinct_1,Distinct_1
DM_20250915-224221_Interview,0.3929663608562691,0.33436532507739936,0.30653846153846154
DM_20250915-230323_Interview,0.4370245139475909,0.3472584856396867,0.32847341337907376
DM_20250916-015946_Interview,0.46325167037861914,0.3660578386605784,0.3543780533633972
DM_20250923-112525_Interview,0.42080378250591016,0.35358649789029534,0.33854709767118524
DM_20250923-184922_Interview,0.4636441402908469,0.375886524822695,0.3687384044526902
DM_20250923-203216_Interview,0.4442836468885673,0.3325705568268497,0.32565911622725585
DM_20250923-205639_Interview,0.431244153414406,0.35690515806988354,0.3368560105680317
DM_20250924-000252_Interview,0.3963254593175853,0.3169276659209545,0.30401396160558464
DM_20250924-003039_Interview,0.442,0.33788914198936976,0.3249892101855848
DM_20250924-005653_Interview,0.37867395762132605,0.2936454849498328,0.28160919540229884
DM_20250924-032347_Interview,0.4164976335361731,0.3142857142857143,0.3172314347512617
DM_20250924-041316_Interview,0.46016869728209936,0.32316118935837246,0.3368869936034115
DM_20250924-084733_Interview,0.3644906033630069,0.325939617991374,0.302880658436214
DM_20250924-091849_Interview,0.43553559974342526,0.3311781609195402,0.3229413758048119
DM_20250924-173111_Interview,0.5090735434574976,0.34605809128630705,0.36012433392539966
DM_20251106-140348_Interview,0.4332365747460087,0.3327773144286906,0.3286767559177338
DM_20251107-103322_Interview,0.4015151515151515,0.3464977645305514,0.3265196342119419
