Episode,User_Entropy,Assistant_Entropy,Entropy
DM_20250306-135826_Interview,0.7391505916976167,0.7608994981081431,0.7300640539646717
DM_20250312-145103_Interview,0.770672487262332,0.7769554141145238,0.7394747875301219
DM_20250312-151613_Interview,0.7648177189312435,0.7630660343023716,0.7401605038164606
DM_20250312-154300_Interview,0.763891251416334,0.7605361237630768,0.7394183649638607
DM_20250312-160921_Interview,0.7308610737659851,0.7369448061452677,0.7185192894165052
DM_20250312-172958_Interview,0.754074635730267,0.7835720137372749,0.742482573306604
DM_20250312-175504_Interview,0.758908133717739,0.7684993352734721,0.7439493725106984
DM_20250312-182025_Interview,0.7566448246496773,0.780791681113957,0.742036150029659
DM_20250312-184417_Interview,0.7559246571387432,0.7516387968177011,0.7330481865061932
DM_20250312-191602_Interview,0.7570963095614928,0.7657790017742737,0.7413435132794068
DM_20250312-193915_Interview,0.7555043824959361,0.7618169786859026,0.7334265209710721
DM_20250312-200847_Interview,0.7451742887918347,0.7720427186640296,0.736045850711555
DM_20250312-203320_Interview,0.7594690093103278,0.7750709724562644,0.7452093052083058
DM_20250312-210855_Interview,0.750278857387444,0.761764695932613,0.7412707812112209
DM_20250312-214238_Interview,0.7536369195562717,0.7646096600281292,0.7377555125077895
DM_20250312-221351_Interview,0.7519200737224929,0.7559107164833583,0.7437212787745177
DM_20250312-233210_Interview,0.7663328721426237,0.7591738050047351,0.7376405343179566
DM_20250312-235953_Interview,0.7563333265806519,0.7664122402655654,0.7416083975293493
DM_20250313-002255_Interview,0.7506330862471944,0.7515390681655195,0.7350580536423913
DM_20250313-005318_Interview,0.7553771432377742,0.7563091931417533,0.7375364963326275
DM_20250313-012001_Interview,0.7459878735913349,0.7730337013789272,0.7363221913419972
DM_20250313-014758_Interview,0.7469458264755411,0.7555187260776985,0.7295584629932923
DM_20250313-021315_Interview,0.7397644709222193,0.7563747258779425,0.7263453074675063
DM_20250313-024039_Interview,0.7536036941741541,0.7457384932438141,0.7287070539642256
DM_20250313-032536_Interview,0.7584332720350383,0.7564571222492578,0.7302701880318451
DM_20250313-035214_Interview,0.750350661124123,0.7663094774296145,0.7306679419305079
DM_20250313-041904_Interview,0.7647264539126944,0.7765542170600602,0.7471844730787532
DM_20250313-044329_Interview,0.745818918181239,0.7784762400122778,0.7349215388880311
DM_20250313-051233_Interview,0.7349260127510635,0.7572193452557494,0.7222578687982729
DM_20250313-054006_Interview,0.7565781455910996,0.7619030027387987,0.7417790928380891
DM_20250313-060648_Interview,0.7606336212054643,0.7685476076507501,0.7393361845029015
DM_20250313-063540_Interview,0.7644909933857673,0.7758321777420353,0.7462498005128336
DM_20250313-070020_Interview,0.7604803845066372,0.7647999241823642,0.7385500399508688
DM_20250313-072430_Interview,0.7539396027857679,0.762125377802098,0.7390821705357401
DM_20250313-075457_Interview,0.758030037571732,0.7859949564294715,0.7432214849025214
DM_20250313-082054_Interview,0.7603972970246113,0.7724497184002469,0.7420450780302177
DM_20250313-084757_Interview,0.7628271476973825,0.7678255450090352,0.7416169262140351
DM_20250313-091611_Interview,0.7581332758040308,0.7621708759814252,0.7415629774600752
DM_20250313-094834_Interview,0.7623427544260057,0.7702688132729345,0.7429898283274546
DM_20250313-101443_Interview,0.7486504228425321,0.760973806763365,0.7387339845840485
DM_20250313-103940_Interview,0.7724932600901628,0.7634265009568779,0.7443942150451399
DM_20250313-111105_Interview,0.7286582089675899,0.7391983308662213,0.7194239448696621
DM_20250313-122155_Interview,0.7487794258915608,0.776764654325076,0.738844111661348
DM_20250313-124733_Interview,0.7705750853485841,0.7561801574008276,0.7451128069539691
DM_20250313-131405_Interview,0.7903307019338949,0.7856724132771852,0.7702334607477449
DM_20250313-133910_Interview,0.7544370857630617,0.7594017347642124,0.7312350831236981
DM_20250313-141135_Interview,0.717596817131394,0.7529406761091805,0.7154190128014251
DM_20250313-153233_Interview,0.74229634916109,0.7785049337242614,0.7283467544985187
DM_20250313-160541_Interview,0.745562828625148,0.7566567267129102,0.7316170288753024
DM_20250313-174338_Interview,0.7657898630065638,0.7634841535761144,0.7362750717685235
DM_20250313-181027_Interview,0.7579359445046939,0.7528755329958434,0.7416752714574789
DM_20250313-183641_Interview,0.7560891450066324,0.7614226289604178,0.7367764067035147
DM_20250313-190204_Interview,0.744286286284361,0.7593160677088852,0.7250326787365351
DM_20250313-192932_Interview,0.7387802348759577,0.7492715109816861,0.726313163933781
DM_20250313-195826_Interview,0.7525700450210835,0.7706496980167534,0.7360936480569632
DM_20250313-202652_Interview,0.7545952178254152,0.7627107106538884,0.7384532055228252
DM_20250313-205138_Interview,0.7648817403777204,0.7572314390489219,0.7403674795936395
DM_20250313-211714_Interview,0.7567737246844897,0.7594600842146855,0.7361362369245239
DM_20250313-214541_Interview,0.7571541935969375,0.754614091042203,0.7378929012475095
DM_20250313-221216_Interview,0.7606593872448426,0.7712235269756313,0.7484648542414466
DM_20250313-224032_Interview,0.7490537558180941,0.7462088088142017,0.7258655737701076
DM_20250313-230546_Interview,0.7766362948022614,0.7662650791826257,0.7475943486353587
DM_20250313-233249_Interview,0.7640534335519942,0.7726302693478793,0.7477869120165654
DM_20250313-235756_Interview,0.7635322655608611,0.767720050883082,0.7430514627528226
DM_20250314-002211_Interview,0.8545829871402592,0.8070414085213188,0.7931277931064946
DM_20250314-002504_Interview,0.7593026310381343,0.7776826375463425,0.7397407549942042
DM_20250314-004854_Interview,0.761392557842246,0.7627326065349505,0.7396931140668711
DM_20250314-011648_Interview,0.8618785579455702,0.8012258771153173,0.795710419549026
DM_20250314-011956_Interview,0.7681639638213481,0.765394622647083,0.7503033574041631
DM_20250314-014924_Interview,0.7560419585395256,0.7671736416885583,0.733052027855455
DM_20250314-021754_Interview,0.744424470138892,0.7615372335730738,0.7291159429357611
DM_20250314-024748_Interview,0.72725856255116,0.7429046389299023,0.7155265588323856
DM_20250314-040713_Interview,0.7392798711191467,0.7524834293130023,0.7189211136456133
DM_20250314-044002_Interview,0.7478970502171485,0.7735871530774265,0.7367389898622252
DM_20250314-051050_Interview,0.7634060134935902,0.7646631824540928,0.7422817644104566
DM_20250314-053644_Interview,0.7579453976838895,0.7685638019218404,0.7493379696978387
DM_20250314-060900_Interview,0.7412646157009665,0.7633890975738825,0.7261491889416359
DM_20250314-063629_Interview,0.7327682167695208,0.7520715758694142,0.7259460874771614
DM_20250314-070638_Interview,0.7604598632497117,0.7721857090062223,0.7413510712953361
DM_20250314-073008_Interview,0.7519993394295913,0.7705914554923183,0.7357236959424702
DM_20250314-080238_Interview,0.7680383431131447,0.7659432569629158,0.7482657986420083
