Episode,User_Distinct_1,Assistant_Distinct_1,Distinct_1
00e10f8e-2d92-4aa1-a57a-547f9dbeb5e5,0.32212630622444344,0.2921077959576516,0.26594998831502686
044a8a6f-dd81-4394-a724-7752951369d4,0.3790849673202614,0.4250871080139373,0.3477938450129774
0466b974-fa46-4afe-bda7-3ed85d5f518a,0.37254145777092174,0.3518258426966292,0.3253671894448594
083cd1a1-084f-453b-9094-67c3ae4ef51c,0.3485738255033557,0.2868405093996361,0.2856434416067444
1060f15d-7948-4073-b01d-8d6b151ee504,0.368283776734481,0.3922378199834847,0.33088235294117646
11918025-d330-4ef0-90f9-2163b913c86e,0.34820936639118455,0.36003236245954695,0.30744018354637825
12736e55-7614-43e5-b056-91d024e3f01c,0.3905440414507772,0.43302180685358255,0.35500598324690863
1280a660-77be-40bf-a38f-8a7802eb4867,0.36020744931636023,0.34047267355982275,0.3073381294964029
15a5ddd5-7ccc-4481-9dc8-d60a6b846bcb,0.3020090732339598,0.2939936775553214,0.2598314606741573
17eeec1e-9089-4fb3-b100-5c416a9dd8c3,0.3128898128898129,0.2602790014684288,0.2539561777236762
197ed344-fe12-4c30-921d-f10ae94fa96f,0.3553022794846383,0.35782747603833864,0.31345565749235477
1a0c3757-c643-4c43-8e71-88b9bfe15283,0.3646595385481148,0.40543478260869564,0.3329625509825732
1aff6af5-314f-44c1-9b2f-3b38c3333292,0.2975721784776903,0.31062355658198615,0.26171548117154814
1b8b152a-208c-411d-97bf-8c708f21ddd4,0.2568081991215227,0.23269012485811577,0.21541762958071972
1bbff631-8527-4531-a16d-36d507cf04aa,0.42152067585593594,0.40333024976873266,0.3687687687687688
1c4f1364-4f24-4e48-8f48-42fb36f76ef1,0.3807621389059619,0.28415300546448086,0.29380436712231495
1c666ef5-ed35-40ac-b787-2cb8cc8402f8,0.3079126387397064,0.2923948984411904,0.2604887983706721
1cfb5d23-872f-43f9-91db-7d2d959dd184,0.31225296442687744,0.238745574102175,0.24663865546218489
1daa8659-751a-4eb0-bdff-5af3c6496f49,0.28007578149668455,0.23533891850723535,0.22803383393751078
1e91091d-f420-4e28-9c2c-4679177bb063,0.3818615751789976,0.3330804248861912,0.3225900966891298
1f49b91e-f1f2-4df3-b50c-7dbcf4d8b67a,0.33798882681564246,0.36432160804020103,0.30307467057101023
1f8c766d-8e36-4d68-818e-95adfe69f954,0.41388699795779443,0.5060034305317325,0.39278752436647174
1f978a3a-db12-413b-9e46-0d1b7032d744,0.38646788990825687,0.334916864608076,0.31209302325581395
223d8b8e-f8bd-4e38-abbd-fb482ea582a4,0.3791641429436705,0.42318840579710143,0.3472874839812046
2427edbb-e315-4a4b-82b2-37c8196ab780,0.23008057296329454,0.2118561710398445,0.19192587690271343
24fd953a-fffb-41d9-982a-4ee2e38192bd,0.43557772236076475,0.43066884176182707,0.3832599118942731
257325cd-7b42-4326-992f-06b3d0ba62da,0.37662337662337664,0.41077844311377243,0.34535686876438987
28b0e25b-0162-4a9a-b004-43d4d10bd8d4,0.35221421215242016,0.39956803455723544,0.3228730822873082
2ada0f89-2c37-405a-8b1f-d228ec3e3a90,0.3356164383561644,0.3641791044776119,0.30619959677419356
2b9d1375-9374-47d8-90e7-98b31581284a,0.39160554197229014,0.3259817105970952,0.31602133086019013
2bd4076c-3593-45fb-9499-85bfe733fe60,0.44304857621440535,0.4865424430641822,0.41144901610017887
2d2a1982-10dc-4429-abab-bdffc702c29f,0.4375,0.3814878892733564,0.356551724137931
2f939434-0717-4fd6-aefc-977f80c78e47,0.36205808080808083,0.3123582766439909,0.3035279805352798
328b31e6-a1f1-4549-8eeb-d6f9aea49979,0.3760177646188009,0.41379310344827586,0.34720295885344427
32aa2776-7f6e-43e0-9674-480fd8cf454c,0.2853470437017995,0.2547433903576983,0.23759989851579347
34757ce0-6490-4cbb-8734-b779aa9384d8,0.4141689373297003,0.38063562453806354,0.349648382559775
37ba7327-88b7-4ce6-b35e-0bef00ea315e,0.33694866232827186,0.35246376811594204,0.2963705188154086
3822493c-021b-4cce-ba18-8fe417de9f92,0.4371859296482412,0.46571798188874514,0.3885835095137421
392e4f26-3e88-44e1-a0a5-56bfdf8b9ea8,0.33136676499508355,0.4024604569420035,0.3076923076923077
397dc6bb-7480-4d97-8bc6-40bca6ca51e1,0.2617349970291147,0.3017721518987342,0.236659801535293
3b41a636-2ece-4693-931c-dee9a9877bf5,0.37683397683397685,0.3778135048231511,0.3315075639019301
3c0cd5e0-7409-428b-8e0d-ae77df7d566a,0.3708950418544752,0.40757749712973596,0.33910891089108913
3d86e973-b22f-4ae5-b422-8d7cff664afd,0.3933333333333333,0.4441489361702128,0.3655287260616153
3d98fcb5-ceee-45a8-b6f3-c33c59fadcc7,0.37774677363097314,0.375,0.3316243299930086
40767d25-f969-4409-9a69-65be2668fb7d,0.39472105578884226,0.4054388133498146,0.348546042003231
40fc4068-6ea5-44c3-916f-689fec8f7088,0.3178988326848249,0.330970942593905,0.28183873398643555
