Episode,User_Distinct_1,Assistant_Distinct_1,Distinct_1
202601281419_session_transcript,0.4578616352201258,0.5339622641509434,0.39849056603773586
202601281505_session_transcript,0.4399441340782123,0.4358490566037736,0.36396468699839485
202601281658_session_transcript,0.4022911051212938,0.4255514705882353,0.3448678071539658
202601281716_session_transcript,0.43054277828886844,0.43121387283236995,0.36014344262295084
202601281732_session_transcript,0.40357852882703776,0.3946524064171123,0.34574468085106386
202601281749_session_transcript,0.3687150837988827,0.3754019292604502,0.3159041394335512
202601281808_session_transcript,0.3909149072296865,0.41182466870540263,0.33922955974842767
202601281828_session_transcript,0.40803515379786565,0.41457068516912404,0.33794610342316095
202601281847_session_transcript,0.35055591890124266,0.3925233644859813,0.31105581230003554
202601281904_session_transcript,0.3837612768910479,0.4385201305767138,0.3461864406779661
202601281923_session_transcript,0.3841349156777014,0.3964794635373009,0.33142448103078026
202601281946_session_transcript,0.4059071729957806,0.4450736126840317,0.36218568665377177
202601282005_session_transcript,0.42098688319800126,0.42627599243856334,0.3610379842045882
202601282023_session_transcript,0.43249427917620137,0.4194871794871795,0.35345581802274717
202601282045_session_transcript,0.43436578171091444,0.4266389177939646,0.3642641346568839
202601282101_session_transcript,0.34236453201970446,0.33049300060864273,0.28314729104274433
202601282127_session_transcript,0.4111111111111111,0.4444444444444444,0.36098069900886803
202601282146_session_transcript,0.3968668407310705,0.4302213666987488,0.35083625048619216
202601282204_session_transcript,0.4237885462555066,0.4498806682577566,0.36543335022807905
202601282223_session_transcript,0.4524271844660194,0.45866364665911663,0.3863042341871406
202601282239_session_transcript,0.3467153284671533,0.39570815450643776,0.31008757703535517
202601282304_session_transcript,0.3494363929146538,0.37644341801385683,0.30676786843769766
202601282330_session_transcript,0.445970695970696,0.49719101123595505,0.40465631929046564
202601282344_session_transcript,0.4222668004012036,0.4308755760368664,0.35978552278820375
202601290002_session_transcript,0.4278996865203762,0.4284210526315789,0.35938903863432164
202601290019_session_transcript,0.3806146572104019,0.39704433497536945,0.3305604203152364
202601290039_session_transcript,0.4511070110701107,0.46875,0.38883089770354906
202601290056_session_transcript,0.3797829811536265,0.3893333333333333,0.32371349095966623
202601290115_session_transcript,0.35775335775335776,0.4024691358024691,0.31335436382754994
202601290137_session_transcript,0.4012096774193548,0.39166666666666666,0.33138629283489096
202601290157_session_transcript,0.41919191919191917,0.4677754677754678,0.35817717206132876
202601290214_session_transcript,0.43826578699340246,0.4666666666666667,0.38270326255826
202601290229_session_transcript,0.37610619469026546,0.41064981949458484,0.3308550185873606
202601290249_session_transcript,0.45874587458745875,0.479064039408867,0.39624505928853754
202601290305_session_transcript,0.4120498614958449,0.40707964601769914,0.3435057685150726
202601290329_session_transcript,0.4001292824822237,0.42424242424242425,0.3453707260852862
202601290349_session_transcript,0.39616438356164385,0.40612076095947064,0.3348714568226763
202601290410_session_transcript,0.38815331010452964,0.4294541709577755,0.34455527847049044
202601290428_session_transcript,0.43177570093457945,0.4656019656019656,0.38110403397027603
202601290444_session_transcript,0.39392020265991134,0.38972542072630645,0.33345642540620385
202601290506_session_transcript,0.46153846153846156,0.4864864864864865,0.3965870307167236
202601290520_session_transcript,0.42599620493358636,0.45764854614412137,0.375609756097561
202601290536_session_transcript,0.34366925064599485,0.3673469387755102,0.2980994532673783
202601290600_session_transcript,0.3795295613477432,0.4153543307086614,0.3267670915411356
202601290620_session_transcript,0.47480106100795755,0.5335570469798657,0.4148148148148148
202601290633_session_transcript,0.48315602836879434,0.47083926031294454,0.4041507373020208
202601290652_session_transcript,0.44929925803792253,0.44188722669735325,0.37896253602305474
202601290709_session_transcript,0.5055096418732782,0.5098389982110912,0.42023346303501946
202601290722_session_transcript,0.4255952380952381,0.48583569405099153,0.36989498249708286
202601290735_session_transcript,0.40561896400351183,0.4388753056234719,0.3500255493101686
202601290753_session_transcript,0.41277472527472525,0.3985102420856611,0.35098814229249015
202601290812_session_transcript,0.43768545994065283,0.4417808219178082,0.3723021582733813
202601290830_session_transcript,0.3991031390134529,0.4356060606060606,0.3496369889186091
202601290846_session_transcript,0.45263157894736844,0.49014084507042255,0.3929712460063898
202601290900_session_transcript,0.4595879556259905,0.47523584905660377,0.3971563981042654
202601290916_session_transcript,0.41798941798941797,0.44273127753303965,0.356513222331048
202601290932_session_transcript,0.3518324607329843,0.35138888888888886,0.29880597014925375
202601290955_session_transcript,0.39274546591619763,0.388986013986014,0.32993073277433466
202601291016_session_transcript,0.37761294672960216,0.4012036108324975,0.32620967741935486
202601291034_session_transcript,0.5093333333333333,0.5474339035769828,0.44005743000717873
202601291050_session_transcript,0.4010416666666667,0.44455958549222796,0.35385845661735305
202601291107_session_transcript,0.40229226361031517,0.41120689655172415,0.35077452667814113
202601291130_session_transcript,0.3930058284762698,0.42681564245810055,0.3373091603053435
