Episode,User_Entropy,Assistant_Entropy,Entropy
DM_20250915-224221_Interview,0.7496802478492405,0.7598404733533203,0.736968531946162
DM_20250915-230323_Interview,0.7361489869854027,0.7418834202161733,0.724772118120236
DM_20250916-015946_Interview,0.7361101439694243,0.7246020197638726,0.7000380581713739
DM_20250923-112525_Interview,0.7261636686217263,0.7604666124773447,0.716736745128018
DM_20250923-184922_Interview,0.7423398059374251,0.7507779298858438,0.7310244604653644
DM_20250923-203216_Interview,0.7421025823610082,0.7524383277001532,0.7323253644990991
DM_20250923-205639_Interview,0.7468213514076203,0.7444691242520732,0.7329735576755552
DM_20250924-000252_Interview,0.759694233432924,0.7735677672974917,0.7493496104384051
DM_20250924-003039_Interview,0.7442834472139075,0.7627706575768513,0.7247476627155285
DM_20250924-005653_Interview,0.7425215722902269,0.7711481724222025,0.7304634311041431
DM_20250924-032347_Interview,0.7422395839777987,0.7848395573061402,0.7363814906110432
DM_20250924-041316_Interview,0.7458652155192844,0.7657505785548344,0.7284133397239426
DM_20250924-084733_Interview,0.7418517622868358,0.750751631848185,0.7360621286484422
DM_20250924-091849_Interview,0.7272096188671775,0.7518096190900356,0.7160750104403854
DM_20250924-173111_Interview,0.7345463005782858,0.7641764905756963,0.7232706174477795
DM_20251106-140348_Interview,0.7336179670844537,0.7564522545474999,0.7202546663237482
DM_20251107-103322_Interview,0.7230508222298124,0.7790763252279578,0.7179871341508302
